userName,score,at,content
Ivan Tegar Abadi,1,9/30/2023 20:48,"Lama gak pake telkomsel sekali ngaktifin paket data sinyal lemot sekali, sinyal 4g tp cm muter2 aja buat akses medsos. Saat nya beralih ke provider lain dan bye telkomsel"
rijal gemer,1,10/28/2023 13:28,Saya sudah beli mahal mahal kauta 200.000 Rp tapi sinyal nya LEMOT BNGET sampe kalau main game suka keluar masuk sampe ada momen yang aku tunggu malah sinyal langsung drop dan keluar TOLONG DI PERBAIKI MASALAH NYA KARENA KALAU TIDAK DI BERBAIKI TELKOMSEL AKAN HANCUR
riri ardiayuni,1,10/9/2023 12:18,Jaringan internet loading trus. Sangat lelet. Biasanya saya pakai tri bagus jaringannya. Ini coba pakai telkomsel krn paket murah dimy telkomsel tp buka apapun lama kali loadingnya.
makmur master,1,10/12/2023 21:52,"Jaringan Telkomsel sekarang payah,lemot,belum lagi harga paketnya mahal,jadi kecewa beli paket mahal,pokoknya tidak disarankan untuk bermain game dengan jaringan telkomsel.terima kasih."
vhalent,1,10/7/2023 12:20,"Aplikasi sring ga bisa kbuka. Anehh... Bersihin cache, di uninstal ttep aja... Jringan trbesar tp sring error.. Di update malah makin berat.. Tlong perbaiki.. Masa kya gini trus.. Pantes dkasih bintang 1 ama yg lain."
inspector rajah (Berry),5,10/2/2023 20:43,"Makin kesini harga paketnya makin tinggi sementara kuotanya malah makin cepat habis, masa iya seminggu konsumsi paket saya 37gb, padahal sebelum2nya paket 32 gb dengan pemakaian yang sama bisa awet sebulan"
madkur chimeng,1,10/9/2023 22:07,"smakin banyak update smakin parah ajh , udh sinyal penuh setting 5g tpy buat liat youtube saja gk kuat muter"" mulu buat yg laen juga agak leg .. knp min , mohon pencerahannya biar cerah.."
Adilla Muthia,1,9/28/2023 11:44,"lemot banget padahal buka aplikasi lain lancar lancar aja, mana kadang gabisa, pernah juga udah punya kuota banyak tb tb pulsa kepotong gajelas, yg penting benerin deh ini terlalu lemot"
Pengguna Google,1,10/4/2023 11:44,"iming2 undian mending diilangin, dari pertama muncul ikut bgituan ga tau siapa yg pernah menang, kartu dah dari 2002 pengguna Telkomsel kuota lompat2 kaya kodok, ga ada pengahrgaan sm skli, yg penting untung terus ya... hebat bgt👍"
takim kokoy,1,10/11/2023 16:09,"Karena saya memberi bintang 1 (bukan 5), aplikasi MyTelkomsel saya tidak bisa dibuka. Tiap kali masuk langsung keluar dengan sendirinya. Inilah bukti ketidak profesional an dalam pengelolaan aplikasi. Bayangkan sy sudah memakai simpati lebih dr 25 tahun tdk pernah ganti no hp. Hati2 yg mau memakai aplikasi ini"
Noellss,2,10/26/2023 20:26,"Permisi kak Saat pengisian ulang pulsa lewat dana, sudah berhasil, tapi di My Telkomsel nya belum masuk, dan kucoba nge restar HP coba masuk di my Telkomsel, cuman muter² padahal jaringan stabil"
Andana,1,10/20/2023 8:30,"Apasih. mau transaksi pakai gopay katanya ada gangguan sistem. Udah coba HP di restart, Telkomsel download ulang, di refresh mulu, HP dimatikan trs dinyalain lagi masih tetep sama aja"
Lina Yanda,1,10/1/2023 22:03,payah setelah di update malah nggak bisa masuk k menu utama...yg ada malah keluar sendiri.. gmna sih udah gtu jg jaringan nggak stabil
Iwan Karsana,5,10/14/2023 17:04,bagus aplikasinya buat lihat detail kuota dan cek pulsa jadi lebih mudah dengan my telkomsel juga banyak sekali promo menarik lainya.
Veronika Meyer,5,10/11/2023 22:31,"Setelah di update ... jadi tidak bisa masuk ke aplikasi, keluar sendiri dengan tulisan aplikasi my telkomsel terhenti. Saya jadi tidak bisa membeli paket data."
Fitri Yaningsih,3,10/3/2023 7:13,"Apl ini sebenernya memudahkan kita untuk membeli kuota internet/pulsa tp entah kenapa kok kali ini setiap saya mau masuk gak bisa,padahal udah saya upgrade,sampai hapus apl lalu download lagi."
Indrawan Setiaji,1,9/27/2023 1:26,Mohon ditangani min. Saya baru saja membeli paket di my telkomsel dengan metode pembayaran shopee pay. Saldo saya sudah berkurang dan ternyata paket tidak masuk sama sekali. Dimohon untuk bisa diselesaikan secepatnya.
Calon Jenazah,1,10/26/2023 17:19,"Kembalikan menu internet sakti saya,masa iya cuma yg tersisa daftar paket kuota sedikit tapi harga nya ngk masuk akal."
Riski Aditama,1,10/11/2023 2:02,setelah saya update knpa hoooiiii.....!!!!! ni aplikasi kok gak bisa di bukak... tlng jelasin... tambah kacau dan parah saja ni aplikasi... wahhh.... hapus saja gk usah di update..
Satia Vathi,1,10/1/2023 8:22,Harga paket internet sekarang mengerikan semua. Tidak ada pilihan yang sesuai. Sudah gitu banyak paket yang dikombinasikan dengan hal-hal yang tidak dibutuhkan.
rendi suryanto,1,10/6/2023 0:31,"Area semanggi pasarkliwon surakarta sinyal nya jelek banget, perbaiki dong padahal udah daerah kota. Masak kalah sama sinyal 3 selalu penuh .."
Leo Nardo,1,8/15/2023 0:45,Aneh aplikasi nya Uda ulang ulang tukar pulsa dengan paket data juga tidak bisa masa di suruh cek jaringan ulang 1 menit Uda 1 bulan cek jaringan trus sama saja tidak bisa tertukar Makin parah setelah di update ... Kembalikan seperti semula aja . Biar gampang
RGR KING,1,10/28/2023 0:25,"Aplikasi kebanyakan update tapi untuk sinyal sangat sangat lambat , kuota elit sinyal sulit padahal tinggal di Jakarta"
ghaly saadrifai,1,9/26/2023 21:19,Kenapa parah sekali my telkomsel terbaru..buka aplikasi untuk lihat paket internet dan sisa pulsa skrg g bsa. Apalgi buat daftar paket internet.. parah banget skrg.
sheptie azzure,1,10/14/2023 23:10,"Maaf, sya turunkan ratingnya. Aplikasi stelah update gak bisa dibuka yg di hpku satunya. Ini yg di hp ini, disuruh update pula... Gak mau update, takut gak bisa dibuka juga... 🤦‍♀️"
Diana Amalia,4,10/22/2023 15:17,Semenjak update terbaru suka keluar keluar sendiri jadi nya ngga nyaman .. tolong di perbaiki lagi ya min ..+ suka macet macett
Simon Aja,1,10/29/2023 21:24,"Mau msk aplikasi saja ribet, sdh downlod aplikasi mau masuk tidak bisa dengan menggunakan code klarifikasi karena tidak ada colom untuk kode klarifikasi gimana mau masuk hadeuh..saya hapus saja aplikasinya"
Imanuel Christian,1,9/26/2023 8:14,"Maaf karena saya memberikan bintang 1 karena setelah update saya malah tidak bisa membuka aplikasinya, sekiranya agar bisa di perbaiki karena saya sudah lumayan ketergantungan dengan aplikasi ini🙏"
Abdul Wahab,1,9/14/2023 23:38,"parah anjir ..gk bisa di buka aplikasinya..kbanyakn update..banyak gaya .bkanya di tingkatkan ferporma buat pengguna malah bikin beban ..huh.katanya memper mudah,eh malah sebaliknya"
Alim Masrul,1,10/15/2023 20:38,"Kecewa banget untuk jaringan.. udah berubah drastis.. diawal pakai fine.. bagus.. kurang lebih udah 3 mingguan, jaringannya buruk trs.. asli sih kecewa banget.."
Ruud Van Chomar,1,9/30/2023 7:23,"Minta di update terus, tapi progres nggak ada, piye???, malah tambah parah ini apk, dan makin buruk , promo nggak jelas, reward yg nggak bisa diklaim..dsb"
Hasanudin,4,10/29/2023 17:39,"Aplikasi my Telkomsel di HP Samsung S6 edge plus saya tiap saya buka aplikasi ini selalu force close terus, tolong pihak Telkomsel untuk mengatasi hal ini penyebabnya kenapa. Terimakasih"
Debi Fitra,1,10/10/2023 15:33,Setiap bulan bayar tapi tidak bisa dipakai. Mau berhenti langganan di suruh ganti kartu. Lo pikir ini kartu boleh lo kasih gratis. Gw beli. Di paksa ikut bulanan. Tp hasilnya bikin kecewa.
Ratih Wulandari,1,10/15/2023 23:35,Setelah update terbaru. Dan Dibuka aplikasi ternyata eror aplikasi berhenti. Masuk log in. Aplikasi berhenti2 terus. Ini harus gimana lagi telkomsel
Raffa Rasfunzel,4,9/26/2023 21:49,Disini saya kasih 4 bintang karna ada satu pengatur yang tidak ada yaitu pengaturan yang mana kita bisa aktifkan paket yang ingin kita gunakan Tolong buat pengaturan yang seperti ini kakak my Telkomsel karna pengaturan ini sangat penting
Muhamad Yasir (Yasir),5,10/1/2023 10:43,"Update , udh ada fitur lock pulsa nya & tinggal pertahankan & tingkat kan lagi fitur² canggih terbaru nya misal perpanjang masa aktif kuota dll ..."
Putri Rii,1,9/26/2023 9:01,"Kenapa ya saya baru tadi pagi klik update kok aplikasi nya tidak bisa di buka kembali malah keluar ² sendiri,jujur saya kecewa karena adanya pembaruan malah tidak bisa di buka"
hengki mutiara,1,10/15/2023 10:00,Sekarang berat banget buka aplikasi my telkomsel...sering gagal loading...ga se peraktis dulu...sekarang udah ga asik...nyesel di update...habis di update malah ga bisa login...
Dewa Tara,1,9/26/2023 14:32,Kok hadiah 10 GB gua gak masuk masuk .. sebelum update gua klaim pas udh selesai update kok gak masuk masuk katanya berhasil..gimana si? Yang di hadiah stamp tu kek gak berguna aj.
AL HAFID,2,8/3/2023 23:53,"TELKOMSEL YANG TERHORMAT.. DENGAR... INI KELUHAN PELANGGANMU, tolong lebih ditingkatkan lagi STABILITAS KONEKSI INTERNETMU..., kok sudah beberapa bulan ini sering langsung down secara tiba²?? dipakai VC putus².. dipakai tlp wa putus².. di pakai nge-game banyak leg-nya.. APA LAGI YG BISA KAMI BANGGAKAN DARI TELKOMSEL??? kalau koneksinya sudah tidak stabil seperti duluuuuu??? Tolonglaahhh.. MANA KONEKSI STABIL & CEPAT TELKOMSEL SEPERTI YANG DULU??"
Tirnojo Rejodiharjo,1,9/29/2023 14:43,"Semenjak aplikasi terbaru, loading awal lebih lama dibandingkan aplikasi sebelumnya. Pembelian paket data terutama Paket Keluarga jika dilakukan pagi hari selalu gagal selama 2 bulan terakhir. 🥺"
Ridof,3,10/21/2023 23:35,Semenjak update terakhir malah tidak bisa melihat sisa pemakaian kuota harian YouTube. Tiba-tiba habis aja gitu. Jauh lebih baik versi sebelumnya.
Aris Prasmiyanto (aray0ne),1,8/25/2023 7:47,"Tolong ya, masalah orang-2 pemakai app ini cuma sederhana sebenarnya, tolong kembalikan tampilan seperti dulu, supaya bisa diakses dengan mudah bahkan oleh hp yang cuma punya RAM ga sampe 2GB. Ini kita cuma butuh buat liat atau isi ulang paket data, bukan mau main game atau belanja lain-2. Jadi ga usah nambahin yg aneh-2 dan gak perlu deh."
Y Yayah,4,10/2/2023 11:56,"Dr dulu Telkomsel terus kartu nya,tp sekarang gak bisa buka my Telkomsel kalau mau cek saldo kuota nya,kalau klik my Telkomsel selalu kembali terus,pusing tau,jd nya cek kuota nya balik ke zaman dulu,klik *888# 🤦🤦🤦, padahal udah update tp tetep aja begitu gak bisa di buka selalu kembali terooooooos"
Cut Bang,1,10/8/2023 10:10,"knapa ya aplikasi saya ga bisa,pas masuk di kluar sendiri, sambil tertulis aplikasi my telkomsel anda telah berhenti,gimana cara masuk nya,soal udh saya hpus teruss download lagi masih aja sama ,kecewa besar sama aplikasi nya"
Harrudiaka 12,3,10/24/2023 22:21,"Tolong donk, kasian yg punya penyimpanan sedikit tolong di kurangi penggunaan penyimpanan pada data pengguna atau buat versi lite nya yg hanya digunakan untuk membeli, mengumpulkan poin Dan lain lain"
Rizal F,1,8/11/2023 22:36,"Aplikasi tambah buruk, sinya ngadat.. eh sekarang malah di tambah Pembayaran menggunakan Dana sudah tidak bisa. Padahal saya aktif pembelian pulsa dan paket dgn metode itu. Sangat kecewa, setalah update terbaru, pembayaran dgn dana tiba-tiba tidak ada juga. Lama-lama orang beralih semua dari Telkomsel."
Dimas Musa,1,10/10/2023 23:00,"kenapa setelah update jadi force close mulu aplikasi nya....udh sinyal jadi buruk,aplikasi force close mulu,ga bener ini yg bikin apk nya.."
BOMBA !!!,4,10/7/2023 6:17,"Ooh mungkin hpnya yg bermasalah kali ya bkn dr mytelkomsel nya afwan🙏, sampai saat ini setiap buka aplikasi mytelkomsel gak bisa ilang, tapi anehnya buka aplikasi laine bisa ..entahlah blm ketemu masalah nya☺️"
Irwan Setiawan,5,10/7/2023 6:29,"Maaf admin infonya, begitu masuk akses app telkomsel langsung keluar sendiri terus dan sudah coba beberapa kali gitu terus keluar, biasanya hanya lemot saja dan akses normal tapi sekarang tidak bisa akses masuk app telkomsel, kenapa ya ?"
Basuki Suki,3,10/28/2023 7:54,"Kepada my telkomsel.. Ini kenapa ya? Tiba-tiba hp sy tidak bisa membuka aplikasinya? Selalu error dan balik lg kelayar awal? Sebelumnya tidak ada maslah, mohon penjelasannya.."
Daffa 2018,1,9/25/2023 19:40,App ini gak bisa di buka..kenapa ya min..biasanya bisa perhari ini malah gal bisa..aplikasi terhenti terus yg muncul...sampai skarang..udah 10x hapus download masih aja gak bisa...my telkomsel gimana ni solusiny
Hartati Ibrahim,1,10/14/2023 15:10,Sejak diupdate selalu mendapatkan spam notifikasi tagihan kartuHalo yg telah selesai dibayar sebelum jatuh tempo sepanjang waktu dan setiap hari.. servernya mabok. Lebih baik di Uninstall saja
Reo Priyanto,1,10/26/2023 10:58,Ya Allah lemot ny nauzubillah. pake wifi pake data lemooot. kirain sinyal bermasalah. buka YouTube lancar cek download lancar buka aplikasi ini aja yang Astaghfirullah. sampe nyebut2 saking keselnya
Muhammad Nuril Anwar,1,10/29/2023 18:33,"Saya tidak komplain soal aplikasi, tapi saya kkmplain soal jaringan telkomsel yg semakin kesini bukan semakin baik juatru sangattt burukkkkk minta ampun, tolong ditanggapi atas kekecewaan saya telkomsel, sudah dari jaman alif sampe yak bukannya lebuh baik malah semakin busuk jaringannya. Mahal doang jaringan sulitt."
Faathir Saragih,2,9/23/2023 20:33,"Q ngisi pulsa 10000 dari aplikasi Telkomsel melalui top up shopee pay tapi pulsanya tidak masuk ke nomor Q. Kenapa kok bisa gitu, apa di makan pulsa Q yg Rp 10000 itu. Tega banget Rp 10000 aja di makan. Kecewa Q."
Edi sAp,1,10/17/2023 0:09,"Sebenarnya karena terpaksa pakai telkomsel. Jika ada jaringan pilihan lain di daerah sini, engak amat pakai ini jaringan."
Muhammad Romli,4,10/2/2023 21:34,"Untuk masuk aplikasi susah, tiba2 balik lagi ke hal depan tp tidak ada cara untuk masuk aplikasi nomor telp atau email, tolong di perbaiki gi aplikasi ya."
Welky Ngo,1,10/3/2023 20:26,"Oarah uy parah Beli paket nlp 2x,gak bisa di gunakan,setelah di cek ternyata oh ternyata pulsa di SIM card yang di sedot dulu,setelah habis ngisi pulsa lagi baru paket yg di beli bisa di gunakan,"
jonny simamora,2,10/2/2023 8:04,"Kacau aplikasinya di HP ku, tidak bisa akses beli paket data. Saat fitur di tab layar kembali ke icon mytelkomsel. Bisa sy di bantu"
habibi rahman,4,10/26/2023 20:47,"Tolong diperbaiki kok jadi lemot & lambat, hape saya cukup baik untuk aplikasi2 ringan seharusnya."
Ndah Diyana,1,8/5/2023 13:45,"😭😭😭😭 versi yg terbaru 7.0.1 tidak bisa ngirim invoice receipts ke email pribadi, biasanya sebelum update versi terbaru masih fine fine aja,, sekarang malah ga bisa kirim invoicenya,, kan lumayan buat klaim invoice melalui fitur my telkomsel,, sekarang sangat sangat kecewa banget sama versi sekarang, udah tlp dan email masih tidak ada solusinya,, masih tidak bisa dikirim invoice ke email."
Any Rahmadhani,2,10/17/2023 18:03,Setelah di update ke versi terbaru malah ga bisa di buka aplikasinya! Payah!!! Tolong ini gimana solusinya?! Kalau ga ada perbaikan saya uninstall aplikasinya!
Eka Teana,1,10/24/2023 22:39,Knpa setelah di upgrade malah ga bisa di buka.. Force close mulu.. Dari 2 hp android semua tidak bisa
Muhammad Irfan,5,9/28/2023 12:56,"Maaf kk sebelumnya,saya mau tanya. kok pulsa biasa saya selalu tersedot sedikit demi sedikit ya padahal saya punya Kouta,paket tlvon,paket smsdan saya juga sudah menyalakan fitur jaga pulsa tpi ttp sja tersedot sedikit demi sedikit.kalo pulsa saya banyak baru tersedot,kalo semisalnya tinggal 1000rb,itu tidak akan tersedot.jadi gimana ni solusinya atau apk nya yang bermasalah.mungkin sekian dari ulasan saya jika ada kata yang kurang mengenakkan saya mohon maaf."
Muhammad Umardani,1,8/25/2023 14:54,"Tampilan ui nya memang sudah sesuai dengan tema kemerdekaan, tapi sangat disayangkan bagi kami yang berada di pedesaan dan minim sinyal stabil. Bahkan aplikasi tidak bisa berjalan dengan baik, biarpun device yang dimiliki masuk kategori mid range. Bintang 1 dulu"
Ahmad Putracianjur,5,10/14/2023 16:57,"semenjak update, jadi ga bisa ke buka malah keluar sendiri. sampai aplikasi lain di hapus di kira penuh, padahal aman kenapa ya mohon di perbaiki"
Browzher Akmal,1,10/26/2023 2:45,update kali ini d persulit pengunannya. Android 7 tdk bisa buka my telkomsel. Buat dev ingat penganamu tidak semua hp nya android 8 ke atas. Malah d persulit hp speck low
chia chia,1,9/15/2023 10:24,"Makin ke sini makin kacauuu, error mulu, loading mulu, kadang gabisa dibuka. Mending balikin ke tampilan jadul aja malah tanpa hambatan."
Deblong Ns,1,10/19/2023 3:16,"Setelah updete , kenapa saya beli paket gk bisa , sudah di ulang ulang tetap gk bisa, padahal pulsa cukup untuk membayarnya, selama saya menggunakan my telkomsel baru kali ini saya mengalami kendala pembelian paket data, trimakasih"
R.A Random Vidio (RRV),1,10/21/2023 2:33,"Ini paket knpa jadi berkurang pilihannya ,, semakin besar pengeluaran untuk paket ,, internet sakti knpa di hilangkan ,, kecewa sih baru banget mau isi ,, tolong di perhatikan ini ,, untuk kebaikan pelayanan 🙏"
Linda lindariani,1,10/1/2023 1:41,"Knp aplikasinya tidak bisa di buka..?? Sudah lbih dari seminggu Bbrp hari lagi kuota udh mau habis, kalau masih blm bisa di buka gmn caranya bli kuota"
Pery Day,1,9/27/2023 14:48,Aplilasinya gk bisa di buka.malah sering kluar sendiri.belum masuk sudah kleuar lagi.gimana mau menilkmatinya.sering saya cek tp gk bisa masuk masuk...padahal cek pulsa bisa cek 363 bisa.nah di aplikasi ini gk bisa.bulan kemaren lancar sekang loadiiiiiiiiiiiiiiiiiiiiiiiiiing terus malah kluar lagi kluar lagi.jelek aplikasi nya...
Ragil Janedi,1,7/23/2023 14:56,"Versi 7.0.0 sangat mengecewakan, tampilan yang terlalu ramai membuat aplikasinya terkesan berat. Berbeda jauh dengan sebelumnya yang masih terkesan lebih simple walaupun terkadang sering 'memuat ulang'. Saya harap Telkomsel mengindahkan untuk agar tampilannya bisa dikembalikan atau diubah ke arah yang lebih sederhana."
I-yan,1,7/31/2023 22:18,"Update 7.0 malah ngecewain banget. Kalo udah bagus gak usah diubah jadi jelek, itu downgrade namanya. Buka aplikasi terasa berat. Sepertinya antar muka nya membuat dia berat. Antar muka yang praktis jauh lebih mudah dan ringan dingunakan ketimbang yang terlihat modern namun loading nya lama dan kadang gagal."
Entin Nurjanah,1,7/19/2023 4:23,"Sejak update ke v 7.0.0.0 aplikasi ini jadi tambah berat. Panel untuk melihat sisa pulsa paket data justru loading paling lama, bahkan ga kebuka sama sekali. Sepertinya developer lebih mengedepankan ui yang terlihat ""wah"" tapi melupakan fungsi dasar kenapa user download app ini, UI sok elit fungsi sulit gaiss. Yakkss."
Kevin Maulana,1,7/22/2023 12:24,"Update ke versi 7.0.0 mau masuk ke aplikasi malah gk bisa dikeluarin trus, penyimpanannya makin gede sistemnya malah makin eror. Perbaiki secepatnya biar user bisa nyaman pake aplikasinya, Kgk usah aneh² tampilannya yg penting enak diliat dan nyaman + klo pengen liat paket data/pulsa kadang loading nya lama"
H D,3,10/22/2023 19:50,"Setiap mati lampu sinyal error,padahal tengah kota terpaksa numpang wifi hanya untuk tulis ulasan."
Dini Apriliana04,1,10/19/2023 22:09,"Anjir setelah update ga ngotak lu mau bikin pengaturan apa jir bisa""nya paket darurat otomatis kebeli, lha gw bukan kaga punya paket anyink paket gw banyak napa lu malah tambahin paket darurat, gw kira cuma di handphone nyokap gw aja yang kebeli lha di handphone gw juga kebeli otomatis jangankan tekan tombol beli buka aplikasi lu aja klo paket ga habis ga gw buka anyink perbaiki lagi ntah itu bug atau apalah gw bodo amat yang jelas perbaiki itu"
Aswhyr Loss,1,10/11/2023 16:00,"Setelah di update bukan bagus, malah buruk sekali, apk langsung keluar. Mending transaksi melalui *363# dan cek kuota di *888#. Jdi malas menggunakan apk ini."
Neo Arashi,2,10/21/2023 13:47,"ini gmn ceritanya, saya udah beli kuota 25gb 30 hari, dapet bonus paket sepesial batasnya cuma 2 hari, tapi yang digunakan terlebih dahulu yang kuota utama, terus kuota spesial nya buat apa? gaguna"
Herry Sulistiyanto,3,10/8/2023 4:55,Data riwayat bisa didapat dengan mudah. Tapi untuk menu pembayaran selalu gagal. Ujungnya tetap bayar pakai aplikasi bank
Kuroyuki Khenshin,1,10/15/2023 19:31,"Jaringan gila, tiba2 lgsg down dri tdi pagi smpe skrg, speed biasanya bisa 10mbps skrg kurang dri 50kbps, kuota mahal tpi jaringan sering ampas begini Udh gitu g pernah dibenerin tu masalah servernya Ni bahkan g bisa buka yt lagi, bahkan ngirim chat di WA aj delaynya smpe 5 menit Parah, klo gini terus mending pindah Provider g jelas"
Irfan Lma,1,10/19/2023 12:04,Koneksi jaringan buruk itu terus yg muncul.. padahal sdh pake wifi n kartu mue malah gagal trs.. aplikasi cacat
aziz muhakim,5,10/4/2023 7:54,"sering saya tidak paham(semoga karena kebodohan saya dan bukan karena trik Dagang) ""dg harga yg sama, tapi jenis paket yg satu cuma 5 GB dan paket yg lain 12GB ???????? mohon penjelasannya"
ani try,1,10/11/2023 1:05,"Aplikasi nya susah banget di buka, asal di buka ngak bisa cek paket dan beli paket ter kembali ke menu dengan sendiri nya di hapus dan di instal kembali sama juga kejadian nya ap dong masalahnya informasi lah, kok ribet banget, gak sama dengan aplikasi yg lama,"
M Samsul Arifin,3,9/28/2023 7:33,sinyal memang kuat tp jaringan nya kurang mendukung utk beberapa area terutama di tempat saya bekerja. harga dan promo juga masih mahal dengan layanan yg saya rasakan
Varios 1212,1,10/11/2023 13:43,Maksutnya telkomsel ini gmn? Mau beli paketan pembayaran by Dana.tapi belum terkoneksi sdh dihubungkan gagal terus stlh itu saya cek Ada update.stlh update sekarang malah tidak bisa dibuka sama sekali force close terus.percuma nama besar tapi ngurusin apk sekecil ini IT nya kayak anak TK.bener2 mengecewakan
Dani Pangaribuan,1,9/29/2023 10:23,"Sudah berulang kali saya instal apikasi tsel tapi gak bisa masuk / kebuka, makim sering di update makin kayak oon, payahhhhhhhhh,,,,, berat berat berat,,,, mumet ndasku 🤪"
Roihan Wijaya,1,10/17/2023 17:07,Ini kenapa yah kok gw punya paket malah pulsa gw habis dan juga pembayaran top up nya gak bisa padahal pulsa gw lebih dari pada yang mau di top up in
Sambel Lombok Green,1,10/25/2023 6:39,"Kenapa setelah di update malah gak bisa di buka aplikasinya,,, keluar terus,,, keluar. Sekarang gak bisa beli paket,,,"
Andre Braapp,1,10/25/2023 2:14,Setelah update malah tidak bisa digunakan. Maunya apa ini.. Tambah bikin gak bisa isi ulang. Apa supaya pindah ke pasca bayar??? Beneran nanya.
Dedi Iska,1,10/20/2023 18:16,"Semakin lama makin berat aplikasinya, saran saya tidak usah banyak fitur didalam aplikasinya, cukup isi ulang sama beli kuota aja. Yang lainnya gk penting"
Sukri Gozali,1,9/23/2023 7:58,Sehabis di update tidak bisa dibuka dan tidak bisa liat kuota atau sisa pulsa kita.tolong di perbaiki lagi seblum banyak orang yg komplain.
Rahmat Pratama,1,9/23/2023 9:18,"Bangga banget sama kartu Telkomsel Punya sisa pulsa tapi pas mau di tambahin buat beli paket eh malah abis ke sedot Selalu kaya gini terus, bagus si marketingnya jadi tiap beli pulsa buat paket pasti sisa pulsanya di sedot biar untung buat mereka banyak, saya udah cukup sabar tiap pulsa ilang tapi kok ini baru aja di cek ada pulsanya tiba tiba pas mau di tambahain pulsa yg lama ilang Hadeh pokoknya keren Telkomsel Bangga banget 👍👍👍👍~edit untuk kesekian kalinya pulsa ku hilang tanpa bks skian"
panca Rahma,2,10/13/2023 23:40,"Jaringan telekomsel makin lama makin aneh, mau beli kuota yg mahal ataupun murah sama aja, ngelag, lola Apalagi kalau hujan susah sinyal Padahal saya tinggal di tengah kota Dsri dulu pakai telkomsel ga pernah masalah dg jaringan. Sekarang aduh bikin naik darah"
Nanang Ardiansyah,1,10/11/2023 23:07,Setelah update aplikasinya jadi ga bisa dibuka setiap buka keluar sendiri udh uninstall trus download ulang tetep aja mending ga usah di update
Irfan Sotyy,3,9/24/2023 20:24,Kok semakin update terus mytelkomsel makin mahal juga paket-paketnya maaf yaa sya hnya ksh bintang 3 ajah .Bru mytelkomsel tidak sama dengan apk XL ada gratisan paketnya 10gb mau pake XL TPI SDH nyaman di Telkom jdi tolong agak ad dikit gratisannya kalau udh di isi pulsa Bru topup paket data ..dan jga poinnya percuma banyak tapi tidak bisa di tukar paket yang ada cuma pake internasional saja jdi ngkk guna klo di tukar jga tolong di perbaiki lgi
Meeng Udin,1,10/2/2023 9:00,"kenapa gak bisa sama skali di gunain sekarang aplikasi nya,,baru mau masuk menu ,udah nunggu loding lama,lalu keluar sendiri,,di ulang2 lebih 20x tetap ajah begitu."
Ae Samawa,1,10/11/2023 2:27,Setelah di-update jadi gak bisa dipake...setiap dibuka aplikasi langsung nutup sendiri..sebelum di-update tidak ada masalah...
Miss. Cuan,1,10/18/2023 8:45,"Aplikasi terparah sepanjang masa,, udh paling mahal, main game sering ngelag, buka aplikasi sering keluar sendiri,, nih aplikasi maunya apa sih taiiiik 😾"
diah tanjung,3,10/17/2023 10:04,"Jika data internet habis. Jangan langsung potong pulsa yang ada. Seharusnya untuk beli data internet yang baru, mohon untuk kebijakan dari telkomsel, agar pelanggan lebih nyaman."
Mohammad Lian,2,9/28/2023 19:35,kenapa tidak bisa mengirim nominal pulsa kita kepada orang lain? Padahal sy memiliki cukup pulsa untuk mengirim nya kepada nomor tersebut tetapi tidak berhasil dan sistem nya mengatakan nominal nya tidak cukup. Tolong di perbaiki......
Bayu Putra,1,10/10/2023 22:20,"kenapa setelah aku update malah GK bisa masuk selalu force close,bukannya makin nyaman malah tambah buruk setelah di update,tolong di perbaiki"
Rizla Septyajr,1,10/26/2023 19:31,"ini kenapa habis update pas login ulang malah ada info ""NOMOR TIDAK DAPAT DI GUNAKAN"" alasannya konyol bet nomor telah kadaluarsa orang sebelum update ampe 2024 kalo bukan nomor lama juga udah gw buang kartunya"
Mohamad Taufik Baletty,5,9/13/2023 12:13,"Aplikasi yang sangat bermanfaat dan mudah digunakan. Telkomsel tambah keren nih. Pengurusan/penggantian kartu hilang sangat simpel dan cepat. Tidak perlu isi formulir fisik. Cukup e-KTP dan sidik jari. Tak sampai 5 menit, kartu baru langsung jadi dan aktif ketika dipasang di HP. (13 September 2023, Grapari Ciputat)"
Tri Wijayanti Habsari,4,10/19/2023 8:50,"Setelah di update malah ga bisa di buka sama sekali, install yang Telkomsel Lite juga sama aja. Sudah uninstal trus instal lagi juga sama aja, keterangan terjadi kesalahan di sistem terus. Akhirnya beli paket internet lewat *363#. Bagaimana solusi nya ini Telkomsel? Saya mau check masa tenggang nomor saya yang 1 lagi."
Akashi Seijuro,1,10/13/2023 20:06,Paket promo 13-17gb hilang. Masa beli pulsa tidak memperpanjang masa aktif. Harus beli di Indoapril kalo auto perpanjang. Parah emang telkomsel.
Suci Widari,2,10/17/2023 9:44,Abis update malah ga bisa login knpa sih ini aplikasinya. Mau beli paket aja susah. Padahal biasanya aman aja
arun Raun,1,9/30/2023 8:31,Saya biasa pelanggan GIGANET sehari sebelum habis ada namun setelah paket data saya habis paket hilang dan berganti harganya ngga ngotak paling murah 150 ribu dapet 25gb dan harga lainnya paket terlalu besar 200gb buat apa satu orang pribadi pakai paketan sebesar itu sedangkan 95GB dari GIGANET aja satu bulan kadang lebih kecewa cari provider lain aja bagi yg merasakan hal sama seperti saya
